# Simulation 24 (Up to date)
# 1059 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s^2),Total velocity (ft/s),Total acceleration (ft/s^2),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (^2),Lateral velocity (ft/s),Lateral acceleration (ft/s^2),Latitude (^2),Longitude (^2),Gravitational acceleration (ft/s^2),Angle of attack (^2),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb^2ft^2),Rotational moment of inertia (lb^2ft^2),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s^2),Reference length (in),Reference area (in^2),Vertical orientation (zenith) (^2),Lateral orientation (azimuth) (^2),Wind velocity (ft/s),Air temperature (^2F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
101,6297,-59.05,0.051987,59.077,0.10948,334.44,0.63308,334.44,0.10846,7.066,0.096349,28.61,-80.599,32.107,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.054107,3461771,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076346,NaN,NaN,NaN,NaN,6.9511,36.438,802.21,1091.8,0.5,0.075396
101.5,6267.5,-59.024,0.053166,59.051,0.073177,330.92,0.63263,330.92,0.10954,7.0408,0.050281,28.61,-80.599,32.107,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.054078,3462854,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076304,NaN,NaN,NaN,NaN,6.9875,36.544,803.12,1092,0.5,0.075418
102,6238,-58.997,0.05403,59.024,0.14709,327.38,0.63218,327.38,0.11064,7.1093,0.13681,28.61,-80.599,32.107,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.054048,3463939,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076265,NaN,NaN,NaN,NaN,7.3058,36.649,804.03,1092.1,0.5,0.07544
102.5,6208.5,-58.97,0.053969,58.997,0.13746,323.84,0.63173,323.84,0.11177,7.046,0.12642,28.61,-80.599,32.107,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.054017,3464949,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076244,NaN,NaN,NaN,NaN,6.8912,36.754,804.94,1092.2,0.5,0.07546
103,6179.1,-58.942,0.056685,58.975,0.44621,320.37,0.63128,320.37,0.1129,6.8247,0.4426,28.61,-80.599,32.107,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053992,3466260,0,422.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076198,NaN,NaN,NaN,NaN,6.2484,36.859,805.85,1092.3,0.5,0.075482
103.5,6149.6,-58.915,0.05251,58.942,0.16471,316.98,0.63084,316.98,0.11403,6.7467,0.15612,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053956,3466912,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076119,NaN,NaN,NaN,NaN,6.5524,36.965,806.76,1092.4,0.5,0.075503
104,6120.1,-58.888,0.054345,58.918,0.32522,313.64,0.63039,313.65,0.11516,6.5864,0.32065,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053928,3468088,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076071,NaN,NaN,NaN,NaN,6.1731,37.07,807.67,1092.5,0.5,0.075526
104.5,6090.7,-58.86,0.055934,58.895,0.4728,310.29,0.62995,310.29,0.11632,6.8211,0.46948,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.0539,3469294,0,422.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076006,NaN,NaN,NaN,NaN,7.4598,37.175,808.57,1092.7,0.5,0.075547
105,6061.3,-58.83,0.0601,58.877,0.75643,306.79,0.62952,306.79,0.11757,7.1981,0.75404,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053878,3470822,0,422.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0076015,NaN,NaN,NaN,NaN,8.2147,37.28,809.48,1092.8,0.5,0.07557
105.5,6031.9,-58.806,0.048644,58.832,0.28835,303.22,0.62908,303.23,0.11887,7.056,0.28422,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053832,3470786,0,422.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007605,NaN,NaN,NaN,NaN,6.6919,37.385,810.39,1092.9,0.5,0.07559
106,6002.5,-58.78,0.051394,58.808,0.30185,299.66,0.62863,299.66,0.1202,7.2047,0.29744,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053805,3471953,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075991,NaN,NaN,NaN,NaN,7.6137,37.489,811.3,1093,0.5,0.075612
106.5,5973.1,-58.754,0.051277,58.781,0.15437,296.04,0.62819,296.04,0.12158,7.2775,0.1456,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053773,3472889,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075988,NaN,NaN,NaN,NaN,7.4846,37.594,812.2,1093.1,0.5,0.075635
107,5943.7,-58.727,0.05516,58.76,0.47096,292.46,0.62773,292.46,0.12298,7.0437,0.46772,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053749,3474257,0,422.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075971,NaN,NaN,NaN,NaN,6.4369,37.699,813.11,1093.2,0.5,0.075656
107.5,5914.4,-58.7,0.05408,58.733,0.48412,289,0.62728,289,0.12436,6.8031,0.48109,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053719,3475209,0,422.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075889,NaN,NaN,NaN,NaN,6.1789,37.804,814.02,1093.3,0.5,0.075678
108,5885,-58.672,0.054728,58.709,0.57065,285.67,0.62683,285.67,0.12572,6.5191,0.56802,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053691,3476317,0,422.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075808,NaN,NaN,NaN,NaN,5.7802,37.908,814.92,1093.5,0.5,0.0757
108.5,5855.7,-58.648,0.049115,58.673,0.18342,282.43,0.62639,282.43,0.12707,6.4308,0.17672,28.61,-80.599,32.108,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053652,3476769,0,422.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007572,NaN,NaN,NaN,NaN,6.2104,38.013,815.83,1093.6,0.5,0.075722
109,5826.4,-58.62,0.056133,58.658,0.6104,279.29,0.62595,279.29,0.12841,6.1269,0.60782,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053633,3478419,0,422.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075673,NaN,NaN,NaN,NaN,5.3362,38.118,816.73,1093.7,0.5,0.075744
109.5,5797.1,-58.596,0.048619,58.62,0.12026,276.24,0.62553,276.24,0.12974,6.0719,0.11,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053593,3478710,0,422.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075583,NaN,NaN,NaN,NaN,5.94,38.222,817.64,1093.8,0.5,0.075768
110,5767.8,-58.569,0.054067,58.602,0.47667,273.14,0.62512,273.15,0.13113,6.3087,0.4736,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05357,3480178,0,422.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075543,NaN,NaN,NaN,NaN,6.9484,38.327,818.54,1093.9,0.5,0.075789
110.5,5738.5,-58.544,0.049564,58.569,0.086701,269.98,0.62471,269.98,0.13258,6.3442,0.071137,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053534,3480729,0,422.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007555,NaN,NaN,NaN,NaN,6.4519,38.431,819.44,1094,0.5,0.075813
111,5709.2,-58.518,0.050854,58.544,0.051815,266.81,0.6243,266.81,0.13406,6.3492,0.0099295,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053506,3481776,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075525,NaN,NaN,NaN,NaN,6.3759,38.536,820.35,1094.2,0.5,0.075835
111.5,5680,-58.492,0.052073,58.519,0.19852,263.61,0.62389,263.61,0.1356,6.445,0.19157,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053478,3482856,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075493,NaN,NaN,NaN,NaN,6.7114,38.64,821.25,1094.3,0.5,0.075857
112,5650.7,-58.467,0.051351,58.492,0.053024,260.39,0.62349,260.39,0.13719,6.4516,0.013214,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053447,3483763,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075477,NaN,NaN,NaN,NaN,6.4826,38.744,822.15,1094.4,0.5,0.075878
112.5,5621.5,-58.44,0.053538,58.47,0.35382,257.12,0.62308,257.12,0.13885,6.6265,0.34974,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053422,3484965,0,422.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075446,NaN,NaN,NaN,NaN,7.101,38.849,823.06,1094.5,0.5,0.0759
113,5592.3,-58.414,0.050731,58.44,0.12024,253.79,0.62267,253.79,0.14057,6.681,0.10901,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053389,3485690,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075444,NaN,NaN,NaN,NaN,6.8381,38.953,823.96,1094.6,0.5,0.075922
113.5,5563.1,-58.389,0.051117,58.415,0.10815,250.44,0.62226,250.44,0.14236,6.7286,0.095311,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05336,3486681,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075422,NaN,NaN,NaN,NaN,6.8677,39.057,824.86,1094.7,0.5,0.075945
114,5533.9,-58.363,0.052475,58.391,0.29352,247.04,0.62184,247.04,0.14423,6.873,0.28879,28.61,-80.599,32.109,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053333,3487790,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075399,NaN,NaN,NaN,NaN,7.2665,39.161,825.76,1094.8,0.5,0.075966
114.5,5504.7,-58.337,0.050771,58.363,0.14102,243.58,0.62142,243.58,0.14617,6.9388,0.13156,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053302,3488607,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075393,NaN,NaN,NaN,NaN,7.1253,39.265,826.66,1095,0.5,0.075989
115,5475.6,-58.31,0.054471,58.344,0.48833,240.05,0.621,240.05,0.14822,7.1814,0.48528,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053278,3.49e6,0,422.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075374,NaN,NaN,NaN,NaN,7.8325,39.369,827.56,1095.1,0.5,0.07601
115.5,5446.4,-58.285,0.049865,58.312,0.26824,236.5,0.62057,236.5,0.15034,7.0496,0.26356,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053243,3490525,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075388,NaN,NaN,NaN,NaN,6.7171,39.473,828.46,1095.2,0.5,0.076032
116,5417.3,-58.26,0.049437,58.285,0.062179,232.98,0.62013,232.98,0.15251,7.0308,0.037712,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053213,3491411,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007533,NaN,NaN,NaN,NaN,6.9948,39.577,829.36,1095.3,0.5,0.076053
116.5,5388.2,-58.234,0.052073,58.264,0.35913,229.5,0.61969,229.51,0.15471,6.8531,0.35534,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053188,3492616,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075294,NaN,NaN,NaN,NaN,6.4006,39.681,830.26,1095.4,0.5,0.076076
117,5359.1,-58.208,0.051831,58.239,0.38948,226.03,0.61925,226.03,0.15697,7.0461,0.38602,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05316,3493591,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075227,NaN,NaN,NaN,NaN,7.5656,39.785,831.16,1095.5,0.5,0.0761
117.5,5330,-58.184,0.048966,58.209,0.11415,222.49,0.61881,222.49,0.15935,7.0977,0.10311,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053127,3494269,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075232,NaN,NaN,NaN,NaN,7.2463,39.889,832.05,1095.7,0.5,0.076124
118,5300.9,-58.158,0.051857,58.188,0.38914,218.99,0.61837,218.99,0.16179,6.9048,0.38567,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053103,3495491,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075211,NaN,NaN,NaN,NaN,6.4134,39.993,832.95,1095.8,0.5,0.076145
118.5,5271.8,-58.132,0.0522,58.164,0.47795,215.6,0.61793,215.6,0.16421,6.6673,0.4751,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053075,3496527,0,422.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007514,NaN,NaN,NaN,NaN,6.0592,40.096,833.85,1095.9,0.5,0.076166
119,5242.7,-58.108,0.047823,58.132,0.090772,212.26,0.61749,212.26,0.16668,6.7059,0.077153,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05304,3497062,0,422.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075061,NaN,NaN,NaN,NaN,6.8202,40.2,834.75,1096,0.5,0.076188
119.5,5213.7,-58.083,0.049836,58.109,0.22726,208.88,0.61706,208.88,0.16926,6.8167,0.22173,28.61,-80.599,32.11,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053014,3498158,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075038,NaN,NaN,NaN,NaN,7.12,40.304,835.64,1096.1,0.5,0.076209
120,5184.7,-58.056,0.054281,58.092,0.56897,205.4,0.61663,205.4,0.17201,7.0999,0.56637,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052993,3499579,0,422.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075028,NaN,NaN,NaN,NaN,7.853,40.407,836.54,1096.2,0.5,0.076232
120.5,5155.6,-58.033,0.046834,58.056,0.067113,201.85,0.61619,201.85,0.17491,7.0759,0.04807,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052954,3499839,0,422.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075049,NaN,NaN,NaN,NaN,7.0266,40.511,837.43,1096.3,0.5,0.076254
121,5126.6,-58.008,0.049493,58.034,0.26742,198.35,0.61576,198.35,0.17787,6.9445,0.2628,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052929,3500980,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075014,NaN,NaN,NaN,NaN,6.6151,40.614,838.33,1096.5,0.5,0.076277
121.5,5097.6,-57.983,0.048915,58.008,0.15653,194.89,0.61532,194.9,0.18089,6.8701,0.1487,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.0529,3501851,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074957,NaN,NaN,NaN,NaN,6.6897,40.718,839.22,1096.6,0.5,0.076297
122,5068.6,-57.958,0.050155,57.985,0.26985,191.43,0.61488,191.43,0.18404,7.0027,0.26515,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052873,3502903,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074911,NaN,NaN,NaN,NaN,7.3616,40.821,840.12,1096.7,0.5,0.076319
122.5,5039.7,-57.933,0.049568,57.96,0.23748,187.9,0.61444,187.9,0.18736,7.1188,0.23225,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052845,3503792,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074906,NaN,NaN,NaN,NaN,7.4347,40.924,841.01,1096.8,0.5,0.07634
123,5010.7,-57.909,0.048732,57.934,0.093099,184.33,0.614,184.33,0.19086,7.1585,0.079326,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052815,3504638,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074898,NaN,NaN,NaN,NaN,7.2751,41.028,841.91,1096.9,0.5,0.076362
123.5,4981.8,-57.884,0.049433,57.91,0.17568,180.73,0.61356,180.73,0.19452,7.2428,0.16858,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052788,3505628,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074875,NaN,NaN,NaN,NaN,7.4754,41.131,842.8,1097,0.5,0.076524
124,4952.8,-57.86,0.049125,57.885,0.14967,177.12,0.61312,177.12,0.19833,7.1721,0.14138,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05276,3506530,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074861,NaN,NaN,NaN,NaN,7.0017,41.234,843.69,1097.1,0.5,0.076553
124.5,4923.9,-57.835,0.050446,57.863,0.31858,173.5,0.61267,173.5,0.20233,7.3294,0.31456,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052734,3507604,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074815,NaN,NaN,NaN,NaN,7.7513,41.337,844.59,1097.3,0.5,0.076576
125,4895,-57.809,0.052056,57.842,0.51709,169.9,0.61222,169.9,0.20646,7.0722,0.51447,28.61,-80.599,32.111,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05271,3508747,0,422.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074815,NaN,NaN,NaN,NaN,6.4176,41.441,845.48,1097.4,0.5,0.076598
125.5,4866.1,-57.783,0.050146,57.813,0.39531,166.41,0.61177,166.41,0.21064,6.8761,0.39212,28.61,-80.599,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052678,3509562,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007473,NaN,NaN,NaN,NaN,6.3806,41.544,846.41,1097.5,0.5,0.076618
126,4837.2,-57.759,0.049574,57.785,0.22185,162.94,0.61132,162.95,0.21496,6.9842,0.21624,28.61,-80.599,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052647,3510466,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074659,NaN,NaN,NaN,NaN,7.2779,41.647,847.35,1097.6,0.5,0.076641
126.5,4808.3,-57.733,0.051552,57.761,0.32316,159.49,0.61088,159.49,0.21945,6.8247,0.31902,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05262,3511628,0,422.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074649,NaN,NaN,NaN,NaN,6.4246,41.75,848.29,1097.7,0.5,0.076662
127,4779.5,-57.708,0.050219,57.733,0.11082,156.09,0.61044,156.09,0.22407,6.7753,0.098783,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052589,3512493,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074585,NaN,NaN,NaN,NaN,6.6606,41.853,849.22,1097.8,0.5,0.076682
127.5,4750.6,-57.682,0.051848,57.71,0.26833,152.74,0.61,152.74,0.22883,6.6437,0.26327,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052562,3513641,0,422.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074543,NaN,NaN,NaN,NaN,6.3162,41.956,850.16,1097.9,0.5,0.076704
128,4721.8,-57.657,0.050692,57.682,0.089272,149.41,0.60957,149.41,0.23376,6.6804,0.073484,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052531,3514537,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074485,NaN,NaN,NaN,NaN,6.7887,42.059,851.09,1098,0.5,0.076727
128.5,4693,-57.629,0.054729,57.663,0.50328,146.13,0.60914,146.13,0.23884,6.4303,0.50029,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052509,3515964,0,422.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007446,NaN,NaN,NaN,NaN,5.7969,42.161,852.03,1098.2,0.5,0.076748
129,4664.2,-57.604,0.050429,57.632,0.31837,142.95,0.60872,142.95,0.24397,6.2731,0.31435,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052475,3516608,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074378,NaN,NaN,NaN,NaN,5.8802,42.264,852.96,1098.3,0.5,0.07677
129.5,4635.4,-57.579,0.049435,57.604,0.092183,139.81,0.6083,139.81,0.2493,6.312,0.077807,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052444,3517483,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074318,NaN,NaN,NaN,NaN,6.4257,42.367,853.9,1098.4,0.5,0.076792
